105/06/02,40378133,3611533446,88.60,91.00,87.30,91.00,3.70,20168
105/06/02,8586000,2241610,6344390
105/06/02,1993000,1853000,140000
105/06/01,20651438,1788411006,87.00,87.30,85.70,87.30,2.30,10153
105/06/01,6233999,1579857,4654142
105/06/01,334000,1024000,-690000
105/06/03,53006407,5007665672,91.40,99.80,89.70,96.10,5.10,26617
105/06/03,11395909,1872990,9522919
105/06/03,2467000,2048000,419000
